x,y,z,timestamp
-70.5,-175.42,95.4,2025-09-02 18:37:40.631
3.91,8.3,11.72,2025-09-02 18:37:41.651
1.46,1.22,-1.04,2025-09-02 18:37:42.681
-2.01,4.58,0.73,2025-09-02 18:37:43.701
88.99,59.69,14.34,2025-09-02 18:37:44.727
-0.18,0.43,-0.67,2025-09-02 18:37:45.756
-2.5,1.89,0.43,2025-09-02 18:37:46.771
-1.28,0.55,-0.12,2025-09-02 18:37:47.801
-8.24,-11.05,8.61,2025-09-02 18:37:48.826
0.24,-0.73,-0.06,2025-09-02 18:37:49.641
0.79,-0.67,-1.16,2025-09-02 18:37:50.671
-2.14,1.1,0.12,2025-09-02 18:37:51.689
0.06,-0.61,-0.49,2025-09-02 18:37:52.724
-1.34,-0.55,-0.73,2025-09-02 18:37:53.736
-0.92,-0.06,-0.61,2025-09-02 18:37:54.766
-0.24,-0.31,0.18,2025-09-02 18:37:55.786
0.67,0.24,0.24,2025-09-02 18:37:56.806
0.06,-0.55,-1.28,2025-09-02 18:37:57.831
-3.23,1.83,-0.24,2025-09-02 18:37:58.861
-1.46,0.43,0.12,2025-09-02 18:37:59.675
-0.85,0.43,-0.24,2025-09-02 18:38:00.700
0.43,0.06,0.18,2025-09-02 18:38:01.730
5.07,10.13,-5.8,2025-09-02 18:38:02.750
18.49,-13.49,-26.55,2025-09-02 18:38:03.776
-6.53,-1.16,0.85,2025-09-02 18:38:04.796
1.59,-0.98,2.01,2025-09-02 18:38:05.821
79.41,-73.97,-48.71,2025-09-02 18:38:06.851
60.73,-60.55,23.56,2025-09-02 18:38:07.866
-0.73,-4.7,-2.93,2025-09-02 18:38:08.890
-96.25,139.71,-5.37,2025-09-02 18:38:09.711
-1.1,0.18,-1.53,2025-09-02 18:38:10.741
-7.08,18.92,7.32,2025-09-02 18:38:11.761
2.38,0.06,-1.28,2025-09-02 18:38:12.782
-1.83,1.4,-4.33,2025-09-02 18:38:13.811
-1.95,3.91,2.32,2025-09-02 18:38:14.831
-1.04,1.22,1.34,2025-09-02 18:38:15.860
-2.99,-4.21,0.37,2025-09-02 18:38:16.881
-1.4,2.69,-1.46,2025-09-02 18:38:17.906
-1.77,5.25,-0.43,2025-09-02 18:38:18.931
6.59,-10.38,-7.87,2025-09-02 18:38:19.750
19.78,35.46,-15.93,2025-09-02 18:38:20.775
-2.01,-5.8,-0.67,2025-09-02 18:38:21.802
-0.31,-0.98,-0.18,2025-09-02 18:38:22.821
-1.46,2.5,0.43,2025-09-02 18:38:23.840
-0.79,0.55,0.31,2025-09-02 18:38:24.869
-0.37,-0.61,-0.49,2025-09-02 18:38:25.895
-0.24,-0.43,-0.49,2025-09-02 18:38:26.920
-0.37,-0.12,0.12,2025-09-02 18:38:27.936
-0.12,0.67,0.06,2025-09-02 18:38:28.965
28.63,17.58,-2.08,2025-09-02 18:38:29.780
-1.04,1.59,0.37,2025-09-02 18:38:30.810
-0.06,-0.31,0.12,2025-09-02 18:38:31.830
-0.61,-2.87,-0.24,2025-09-02 18:38:32.855
0.37,-2.38,-1.04,2025-09-02 18:38:33.980
0.55,-0.67,1.1,2025-09-02 18:38:34.507
-0.43,-0.79,0.61,2025-09-02 18:38:35.925
-1.34,0.92,-0.12,2025-09-02 18:38:36.955
-0.06,-0.43,-0.18,2025-09-02 18:38:37.970
-0.61,0.18,-0.12,2025-09-02 18:38:38.995
-0.67,1.4,1.53,2025-09-02 18:38:40.376
19.17,7.45,-4.33,2025-09-02 18:38:40.860
0.0,-0.73,-0.85,2025-09-02 18:38:41.870
-0.49,-0.06,-0.18,2025-09-02 18:38:42.889
-0.85,0.18,-0.18,2025-09-02 18:38:43.919
0.06,-0.37,-0.37,2025-09-02 18:38:44.940
0.43,-1.34,0.24,2025-09-02 18:38:45.960
-0.67,0.37,0.0,2025-09-02 18:38:46.989
-0.37,-0.06,-0.43,2025-09-02 18:38:48.013
-1.1,0.12,-0.37,2025-09-02 18:38:49.030
-0.24,-0.98,-0.24,2025-09-02 18:38:50.063
-0.06,-0.24,0.31,2025-09-02 18:38:50.880
-0.61,1.04,0.06,2025-09-02 18:38:51.900
-0.49,0.06,-0.06,2025-09-02 18:38:52.925
-0.31,-0.43,-0.18,2025-09-02 18:38:53.946
-0.79,1.65,0.12,2025-09-02 18:38:54.980
-0.55,0.31,0.18,2025-09-02 18:38:56.000
-0.43,-0.12,0.06,2025-09-02 18:38:57.020
-0.31,-0.37,0.18,2025-09-02 18:38:58.050
-0.49,0.24,0.24,2025-09-02 18:38:59.071
-0.85,0.43,-0.12,2025-09-02 18:39:00.093
-0.43,0.49,0.24,2025-09-02 18:39:00.913
-0.12,-0.55,-0.24,2025-09-02 18:39:01.940
-1.22,1.34,-0.06,2025-09-02 18:39:02.960
-0.49,0.0,-0.12,2025-09-02 18:39:03.980
-0.55,0.0,-0.06,2025-09-02 18:39:05.010
-0.49,0.43,0.06,2025-09-02 18:39:06.030
-0.79,0.61,-0.24,2025-09-02 18:39:07.060
-0.67,0.37,0.31,2025-09-02 18:39:08.080
-0.55,0.24,-0.24,2025-09-02 18:39:09.102
-0.31,0.06,0.0,2025-09-02 18:39:10.126
-0.73,0.31,0.0,2025-09-02 18:39:10.945
-0.49,0.06,0.12,2025-09-02 18:39:11.970
-0.55,0.43,0.18,2025-09-02 18:39:13.000
-0.85,0.85,0.06,2025-09-02 18:39:14.019
-0.37,-0.18,-0.37,2025-09-02 18:39:15.040
50.9,136.6,-41.2,2025-09-02 18:39:16.071
-0.79,0.98,-0.18,2025-09-02 18:39:17.095
-0.18,0.0,0.18,2025-09-02 18:39:18.115
-0.43,-0.06,-0.49,2025-09-02 18:39:19.140
-0.79,0.43,-0.12,2025-09-02 18:39:20.165
-0.18,-2.99,0.06,2025-09-02 18:39:20.985
1.28,-0.24,0.73,2025-09-02 18:39:22.035
-1.04,1.16,-0.31,2025-09-02 18:39:23.034
-0.55,-0.31,-0.24,2025-09-02 18:39:24.054
-0.18,-0.49,0.37,2025-09-02 18:39:25.079
-0.18,-0.49,-0.12,2025-09-02 18:39:26.099
-0.67,0.67,0.18,2025-09-02 18:39:27.125
-0.49,-0.18,-0.24,2025-09-02 18:39:28.154
-0.73,0.24,0.12,2025-09-02 18:39:29.169
-0.67,-0.06,-0.12,2025-09-02 18:39:30.200
-0.61,0.85,0.24,2025-09-02 18:39:31.234
-2.87,-14.4,31.19,2025-09-02 18:39:32.040
-0.67,0.12,-0.55,2025-09-02 18:39:33.069
-0.73,-0.06,-0.31,2025-09-02 18:39:34.095
-0.37,-0.73,-0.24,2025-09-02 18:39:35.108
-0.49,-0.37,-0.31,2025-09-02 18:39:36.140
-0.49,-0.12,-0.12,2025-09-02 18:39:37.159
-0.49,0.0,-0.37,2025-09-02 18:39:38.185
-0.12,-0.79,0.12,2025-09-02 18:39:39.209
17.52,4.52,-20.45,2025-09-02 18:39:40.229
-0.49,-0.31,-0.55,2025-09-02 18:39:41.049
-0.61,0.85,0.31,2025-09-02 18:39:42.074
-0.67,0.06,-0.43,2025-09-02 18:39:43.098
-0.55,-0.12,-0.06,2025-09-02 18:39:44.124
-0.55,0.18,-0.06,2025-09-02 18:39:45.159
-0.67,0.79,0.31,2025-09-02 18:39:46.169
-0.31,-1.1,-0.67,2025-09-02 18:39:47.199
-0.49,-0.61,-0.49,2025-09-02 18:39:48.224
-0.92,0.85,0.18,2025-09-02 18:39:49.249
-0.55,-0.06,-0.24,2025-09-02 18:39:50.269
-0.49,-0.55,-0.18,2025-09-02 18:39:51.289
21.91,-56.76,12.21,2025-09-02 18:39:52.114
-0.67,-0.49,-0.24,2025-09-02 18:39:53.134
-0.18,-0.61,-0.55,2025-09-02 18:39:54.164
-0.18,-0.92,-0.37,2025-09-02 18:39:55.184
-0.49,0.12,0.24,2025-09-02 18:39:56.209
13.92,14.77,-3.66,2025-09-02 18:39:57.229
-0.79,-0.85,0.06,2025-09-02 18:39:58.259
-0.31,-1.28,-0.43,2025-09-02 18:39:59.280
-0.24,-0.55,0.24,2025-09-02 18:40:00.299
-0.43,0.37,0.18,2025-09-02 18:40:01.329
27.04,2.5,-26.25,2025-09-02 18:40:02.153
-14.71,9.83,-1.1,2025-09-02 18:40:03.169
0.67,-1.34,0.61,2025-09-02 18:40:04.200
2.62,-6.77,-0.79,2025-09-02 18:40:05.219
3.54,-5.74,1.04,2025-09-02 18:40:06.239
0.49,-1.46,0.37,2025-09-02 18:40:07.269
0.24,-1.53,-0.06,2025-09-02 18:40:08.289
-0.31,-0.79,-0.67,2025-09-02 18:40:09.319
-0.85,0.49,-0.31,2025-09-02 18:40:10.339
-0.12,-0.61,-0.18,2025-09-02 18:40:11.359
-0.24,-0.18,0.37,2025-09-02 18:40:12.180
-0.55,0.12,-0.06,2025-09-02 18:40:13.204
-0.12,-1.04,-0.49,2025-09-02 18:40:14.234
16.36,-17.46,-4.52,2025-09-02 18:40:15.259
0.31,-1.53,0.06,2025-09-02 18:40:16.279
0.24,-1.77,0.24,2025-09-02 18:40:17.299
-1.04,0.31,0.18,2025-09-02 18:40:18.329
-0.67,0.49,0.12,2025-09-02 18:40:19.349
-0.61,0.06,-0.37,2025-09-02 18:40:20.379
-0.61,0.18,0.12,2025-09-02 18:40:21.395
-0.73,0.0,-0.12,2025-09-02 18:40:22.219
-0.79,0.24,0.18,2025-09-02 18:40:23.239
-0.61,0.37,0.0,2025-09-02 18:40:24.273
-0.12,-0.24,-0.31,2025-09-02 18:40:25.289
-0.49,0.06,0.31,2025-09-02 18:40:26.308
2.81,-0.73,-12.82,2025-09-02 18:40:27.339
-0.73,-0.12,0.67,2025-09-02 18:40:28.359
-0.31,-0.67,-0.18,2025-09-02 18:40:29.388
-0.49,-0.06,0.18,2025-09-02 18:40:30.403
-0.12,-0.73,0.0,2025-09-02 18:40:31.429
-0.79,0.61,0.31,2025-09-02 18:40:32.259
-1.16,-0.61,-1.34,2025-09-02 18:40:33.278
-0.49,0.12,0.18,2025-09-02 18:40:34.303
-0.67,0.37,0.06,2025-09-02 18:40:35.328
-0.67,-0.24,-0.37,2025-09-02 18:40:36.349
-0.61,0.24,-0.12,2025-09-02 18:40:37.368
-0.49,0.0,-0.06,2025-09-02 18:40:38.399
-0.31,-0.67,0.12,2025-09-02 18:40:39.420
-0.79,1.04,0.31,2025-09-02 18:40:40.444
-0.73,0.37,-0.06,2025-09-02 18:40:41.464
-0.85,1.1,0.24,2025-09-02 18:40:42.284
-0.61,7.63,2.44,2025-09-02 18:40:43.314
-0.92,0.31,0.31,2025-09-02 18:40:44.339
-0.43,0.61,0.37,2025-09-02 18:40:45.358
0.12,-0.55,0.06,2025-09-02 18:40:46.394
-1.04,2.38,0.79,2025-09-02 18:40:47.408
-1.95,1.53,-0.43,2025-09-02 18:40:48.438
1.4,-3.91,0.37,2025-09-02 18:40:49.461
-1.95,8.91,-1.89,2025-09-02 18:40:50.478
-0.92,0.98,-0.61,2025-09-02 18:40:51.498
-0.73,0.73,-0.06,2025-09-02 18:40:52.528
-0.79,0.79,0.06,2025-09-02 18:40:53.348
-0.31,-0.79,-0.18,2025-09-02 18:40:54.373
-16.17,6.65,-7.26,2025-09-02 18:40:55.394
-0.49,-0.92,-0.55,2025-09-02 18:40:56.413
-0.85,0.73,0.18,2025-09-02 18:40:57.443
-0.37,-0.98,-0.24,2025-09-02 18:40:58.463
-0.61,0.43,0.0,2025-09-02 18:40:59.488
-2.44,-13.79,39.0,2025-09-02 18:41:00.523
-0.67,-0.85,-0.49,2025-09-02 18:41:01.539
-0.79,0.92,0.06,2025-09-02 18:41:02.568
-0.37,-0.43,0.06,2025-09-02 18:41:03.379
-0.73,0.79,0.37,2025-09-02 18:41:04.408
-0.61,-0.12,-0.12,2025-09-02 18:41:05.433
-0.67,0.61,0.0,2025-09-02 18:41:06.453
-0.79,0.55,0.06,2025-09-02 18:41:07.477
-0.92,0.85,0.06,2025-09-02 18:41:08.503
-0.37,-0.55,-0.12,2025-09-02 18:41:09.528
0.67,-29.11,-11.41,2025-09-02 18:41:10.548
4.76,-8.73,-3.91,2025-09-02 18:41:11.568
7.75,-6.53,-1.71,2025-09-02 18:41:12.499
0.18,-1.59,-0.92,2025-09-02 18:41:13.418
6.41,-48.03,22.83,2025-09-02 18:41:14.443
-1.28,0.92,-0.06,2025-09-02 18:41:15.463
0.18,-1.34,-0.24,2025-09-02 18:41:16.488
-0.06,-0.43,0.24,2025-09-02 18:41:17.518
-0.61,0.12,-0.49,2025-09-02 18:41:18.538
-0.06,-1.28,-0.31,2025-09-02 18:41:19.558
-0.55,0.24,0.0,2025-09-02 18:41:20.587
-0.55,0.06,0.0,2025-09-02 18:41:21.610
-0.79,0.79,0.12,2025-09-02 18:41:22.633
-0.79,0.43,0.12,2025-09-02 18:41:23.458
-0.61,0.43,-0.12,2025-09-02 18:41:24.472
-0.37,0.18,-0.24,2025-09-02 18:41:25.498
-0.61,0.55,0.0,2025-09-02 18:41:26.523
-0.79,0.61,-0.06,2025-09-02 18:41:27.543
20.69,-14.71,32.47,2025-09-02 18:41:28.573
-0.61,-0.06,-0.24,2025-09-02 18:41:29.597
0.0,-0.55,-0.06,2025-09-02 18:41:30.616
-0.49,-0.31,-0.43,2025-09-02 18:41:31.648
-0.06,-0.37,-0.06,2025-09-02 18:41:32.667
-0.79,0.55,0.06,2025-09-02 18:41:33.503
-0.49,-0.18,0.0,2025-09-02 18:41:34.510
-0.85,0.67,0.18,2025-09-02 18:41:35.538
-0.79,0.31,-0.06,2025-09-02 18:41:36.558
-0.73,0.43,0.0,2025-09-02 18:41:37.582
29.48,-26.31,-1.71,2025-09-02 18:41:38.608
-0.79,-0.37,-0.61,2025-09-02 18:41:39.637
-0.73,0.49,15.44,2025-09-02 18:41:40.658
-0.55,0.67,0.06,2025-09-02 18:41:41.678
-0.79,0.43,-0.24,2025-09-02 18:41:42.698
-1.04,0.98,0.0,2025-09-02 18:41:43.517
-0.61,-0.06,-0.31,2025-09-02 18:41:44.548
-0.85,1.34,0.18,2025-09-02 18:41:45.567
-0.61,-0.18,-0.24,2025-09-02 18:41:46.597
-0.37,0.18,0.12,2025-09-02 18:41:47.612
-0.55,0.61,0.12,2025-09-02 18:41:48.638
-0.79,0.31,-0.12,2025-09-02 18:41:49.675
-0.55,0.06,0.06,2025-09-02 18:41:50.695
-0.43,0.18,0.24,2025-09-02 18:41:51.716
-0.24,-0.49,-0.24,2025-09-02 18:41:52.736
-0.79,0.43,-0.12,2025-09-02 18:41:53.556
-1.65,2.81,0.43,2025-09-02 18:41:54.585
-0.85,0.55,0.31,2025-09-02 18:41:55.607
-0.79,0.18,-0.12,2025-09-02 18:41:56.627
-1.04,1.59,0.24,2025-09-02 18:41:57.647
-0.43,0.37,0.0,2025-09-02 18:41:58.673
0.0,0.12,-0.18,2025-09-02 18:41:59.703
-0.92,0.67,-0.12,2025-09-02 18:42:00.727
-0.49,0.12,0.06,2025-09-02 18:42:01.747
-0.67,0.06,-0.37,2025-09-02 18:42:02.772
-0.67,0.24,-0.12,2025-09-02 18:42:03.806
-0.37,0.06,0.0,2025-09-02 18:42:04.616
-0.49,0.18,0.06,2025-09-02 18:42:05.642
-0.55,0.37,0.06,2025-09-02 18:42:06.662
-0.18,-0.24,0.12,2025-09-02 18:42:07.687
-0.67,0.12,-0.24,2025-09-02 18:42:08.715
-0.55,0.12,-0.37,2025-09-02 18:42:10.253
-0.55,0.12,0.06,2025-09-02 18:42:10.762
-0.61,0.43,0.18,2025-09-02 18:42:11.782
-0.49,-0.18,-0.24,2025-09-02 18:42:12.807
-0.67,0.37,0.12,2025-09-02 18:42:13.837
-0.24,-0.43,-0.18,2025-09-02 18:42:14.647
-0.43,3.36,0.31,2025-09-02 18:42:15.683
-0.67,-10.5,-2.62,2025-09-02 18:42:16.697
-0.24,-1.04,-0.55,2025-09-02 18:42:17.727
-25.33,11.9,83.86,2025-09-02 18:42:18.743
0.24,-0.85,-0.24,2025-09-02 18:42:19.767
-0.24,-0.18,-0.67,2025-09-02 18:42:20.797
-0.24,-0.31,-0.12,2025-09-02 18:42:21.817
-0.24,-0.49,-0.24,2025-09-02 18:42:22.847
-8.67,-23.13,10.07,2025-09-02 18:42:23.867
-2.2,2.38,-0.31,2025-09-02 18:42:24.693
-1.04,0.61,-0.12,2025-09-02 18:42:25.707
-0.37,-0.31,-0.06,2025-09-02 18:42:26.744
-0.61,-0.12,-0.24,2025-09-02 18:42:27.757
-0.67,0.37,-0.06,2025-09-02 18:42:28.777
-0.49,-0.12,-0.24,2025-09-02 18:42:29.802
-0.67,0.37,0.0,2025-09-02 18:42:30.831
-0.67,0.73,0.0,2025-09-02 18:42:31.853
-0.67,0.43,0.0,2025-09-02 18:42:32.882
-0.67,0.61,-0.06,2025-09-02 18:42:33.897
-8.06,-5.86,10.99,2025-09-02 18:42:34.717
-1.28,2.26,-0.43,2025-09-02 18:42:35.747
-0.43,0.61,-0.43,2025-09-02 18:42:36.767
-0.31,-0.12,-0.18,2025-09-02 18:42:37.797
-0.43,0.12,-0.06,2025-09-02 18:42:38.817
-0.49,0.49,0.06,2025-09-02 18:42:39.842
-0.79,0.61,-0.12,2025-09-02 18:42:40.865
-0.67,0.49,0.06,2025-09-02 18:42:41.887
-0.92,0.85,0.0,2025-09-02 18:42:42.917
-0.06,-0.49,0.06,2025-09-02 18:42:43.937
-0.43,-0.31,-0.24,2025-09-02 18:42:44.753
-0.79,0.55,0.18,2025-09-02 18:42:45.776
28.44,26.18,-4.21,2025-09-02 18:42:46.807
-1.22,0.31,-1.59,2025-09-02 18:42:47.826
2.26,-4.52,0.49,2025-09-02 18:42:48.851
-0.24,-0.12,0.31,2025-09-02 18:42:49.878
-0.61,-0.06,0.73,2025-09-02 18:42:50.897
1.28,-4.27,-1.16,2025-09-02 18:42:51.927
4.46,-5.92,-5.8,2025-09-02 18:42:52.952
-0.37,-0.12,0.37,2025-09-02 18:42:53.971
0.18,-1.34,-0.06,2025-09-02 18:42:55.005
-0.67,1.1,0.31,2025-09-02 18:42:55.815
-0.31,0.0,0.31,2025-09-02 18:42:56.842
-0.49,0.0,0.0,2025-09-02 18:42:57.861
-0.37,-0.06,0.06,2025-09-02 18:42:58.887
10.62,7.87,7.57,2025-09-02 18:42:59.907
6.23,-8.0,-2.69,2025-09-02 18:43:00.931
-0.92,1.16,-0.18,2025-09-02 18:43:01.961
-0.49,0.49,0.24,2025-09-02 18:43:02.981
-0.79,-0.06,-0.43,2025-09-02 18:43:04.016
-0.92,0.79,0.18,2025-09-02 18:43:05.035
-0.06,-0.61,0.0,2025-09-02 18:43:05.846
-0.67,-0.24,-0.43,2025-09-02 18:43:06.877
0.73,7.14,1.1,2025-09-02 18:43:07.898
-1.16,-0.61,1.95,2025-09-02 18:43:08.926
-0.79,1.22,0.31,2025-09-02 18:43:09.947
-0.55,0.24,-0.24,2025-09-02 18:43:10.966
-0.43,0.18,0.06,2025-09-02 18:43:11.991
-0.73,0.61,0.18,2025-09-02 18:43:13.021
-0.92,0.37,-0.06,2025-09-02 18:43:14.046
-0.18,-0.06,-0.12,2025-09-02 18:43:15.066
11.78,-28.14,7.32,2025-09-02 18:43:15.886
-0.67,0.55,0.31,2025-09-02 18:43:16.910
-0.43,-0.06,0.0,2025-09-02 18:43:17.936
-0.67,0.37,0.12,2025-09-02 18:43:18.983
-0.73,0.37,-0.18,2025-09-02 18:43:19.981
-0.37,-0.43,0.0,2025-09-02 18:43:21.006
-0.79,0.43,0.0,2025-09-02 18:43:22.031
-0.49,0.49,-0.12,2025-09-02 18:43:23.051
14.34,14.95,-3.23,2025-09-02 18:43:24.081
-0.49,5.68,3.72,2025-09-02 18:43:25.101
-8.0,-7.14,5.98,2025-09-02 18:43:25.920
52.61,-54.26,-31.37,2025-09-02 18:43:26.945
-0.61,0.24,0.0,2025-09-02 18:43:27.965
-0.55,0.24,0.0,2025-09-02 18:43:28.991
-0.55,0.24,0.0,2025-09-02 18:43:30.016
-0.55,0.24,0.0,2025-09-02 18:43:31.043
-0.55,0.18,0.0,2025-09-02 18:43:32.064
-0.55,0.24,0.0,2025-09-02 18:43:33.086
-0.55,0.24,0.0,2025-09-02 18:43:34.116
-0.55,0.18,0.0,2025-09-02 18:43:35.136
